id,name,description,url,stars,language,num_forks,open_issues
54400687,k6,modern load testing tool JavaScript httpsk6io,https://api.github.com/repos/grafana/k6,22730,Go,1192,410
401025,hub,commandline tool makes git easier use GitHub,https://api.github.com/repos/mislav/hub,22649,Go,2449,295
42332863,filebrowser,Web File Browser,https://api.github.com/repos/filebrowser/filebrowser,22632,Go,2678,85
120227732,fyne,Cross platform GUI toolkit inspired Material Design,https://api.github.com/repos/fyne-io/fyne,22552,Go,1344,637
10270250,react,library web native user interfaces,https://api.github.com/repos/facebook/react,218413,JavaScript,46078,1592
70107786,nextjs,React Framework,https://api.github.com/repos/vercel/next.js,117964,JavaScript,25707,2936
27193779,node,Nodejs JavaScript runtime,https://api.github.com/repos/nodejs/node,101735,JavaScript,28551,2022
63537249,createreactapp,Set modern web app running command,https://api.github.com/repos/facebook/create-react-app,101541,JavaScript,26962,2156
576201,threejs,JavaScript 3D Library,https://api.github.com/repos/mrdoob/three.js,97384,JavaScript,35371,485
74791366,cleancodejavascript,bathtub Clean Code concepts adapted JavaScript,https://api.github.com/repos/ryanmcdermott/clean-code-javascript,88283,JavaScript,12078,101
311525798,WebDevForBeginners,24 Lessons 12 Weeks Started Web Developer,https://api.github.com/repos/microsoft/Web-Dev-For-Beginners,80176,JavaScript,12253,101
157616880,iptv,Collection publicly available IPTV channels world,https://api.github.com/repos/iptv-org/iptv,75533,JavaScript,1508,8
74293321,svelte,Cybernetically enhanced web apps,https://api.github.com/repos/sveltejs/svelte,75342,JavaScript,4283,1017
14747598,jsonserver,fake REST API zero coding 30 seconds seriously,https://api.github.com/repos/typicode/json-server,70422,JavaScript,6965,664
1861458,revealjs,HTML Presentation Framework,https://api.github.com/repos/hakimel/reveal.js,66426,JavaScript,16945,779
278335273,githubreadmestats,zap Dynamically generated stats github readmes,https://api.github.com/repos/anuraghazra/github-readme-stats,63055,JavaScript,20142,254
8843683,Chartjs,Simple HTML5 Charts canvas tag,https://api.github.com/repos/chartjs/Chart.js,62912,JavaScript,12033,347
1334369,resumegithubcom,Resumes generated GitHub informations,https://api.github.com/repos/resume/resume.github.com,61133,JavaScript,1436,66
36040894,gatsby,best Reactbased framework performance scalability security built,https://api.github.com/repos/gatsbyjs/gatsby,54944,JavaScript,10597,325
9309093,SemanticUI,Semantic UI component framework based useful principles natural language,https://api.github.com/repos/Semantic-Org/Semantic-UI,50932,JavaScript,5100,1077
53809090,anime,JavaScript animation engine,https://api.github.com/repos/juliangarnier/anime,48241,JavaScript,3788,218
1424470,moment,Parse validate manipulate display dates javascript,https://api.github.com/repos/moment/moment,47716,JavaScript,7241,229
67186968,chinesepoetry,comprehensive database Chinese poetry 5526 156421050,https://api.github.com/repos/chinese-poetry/chinese-poetry,45982,JavaScript,9341,105
382496361,uptimekuma,fancy selfhosted monitoring tool,https://api.github.com/repos/louislam/uptime-kuma,45681,JavaScript,4170,688
92443980,drawiodesktop,Official electron build drawio,https://api.github.com/repos/jgraph/drawio-desktop,45357,JavaScript,4697,160
1663468,pdfjs,PDF Reader JavaScript,https://api.github.com/repos/mozilla/pdf.js,45352,JavaScript,9803,367
9852918,Ghost,Independent technology modern publishing memberships subscriptions newsletters,https://api.github.com/repos/TryGhost/Ghost,45110,JavaScript,10057,134
135786093,react,Cheatsheets experienced React developers getting started TypeScript,https://api.github.com/repos/typescript-cheatsheets/react,43501,JavaScript,4057,3
110446844,marktext,simple elegant markdown editor available Linux macOS Windows,https://api.github.com/repos/marktext/marktext,43477,JavaScript,3337,1108
3100121,nwjs,Nodejs modules directly DOMWebWorker enable new way writing applications Web technologies,https://api.github.com/repos/nwjs/nw.js,40028,JavaScript,3981,918
364474335,zx,tool writing better scripts,https://api.github.com/repos/google/zx,39764,JavaScript,1046,80
931135,Leaflet,JavaScript library mobilefriendly interactive maps,https://api.github.com/repos/Leaflet/Leaflet,39413,JavaScript,5861,530
23974149,materialize,Materialize CSS Framework based Material Design,https://api.github.com/repos/Dogfalo/materialize,38860,JavaScript,4836,797
3721224,swiper,modern mobile touch slider hardware accelerated transitions,https://api.github.com/repos/nolimits4web/swiper,37947,JavaScript,9825,66
67508428,drawio,drawio JavaScript clientside editor general diagramming,https://api.github.com/repos/jgraph/drawio,37730,JavaScript,7266,422
3065454,impressjs,presentation framework based power CSS3 transforms transitions modern browsers inspired idea prezicom,https://api.github.com/repos/impress/impress.js,37453,JavaScript,6864,66
110058856,awesomecheatsheets,Awesome cheatsheets popular programming languages frameworks development tools include know single file,https://api.github.com/repos/LeCoupa/awesome-cheatsheets,36199,JavaScript,5897,103
12972263,fullPagejs,fullPage plugin Alvaro Trigo Create screen pages fast simple,https://api.github.com/repos/alvarotrigo/fullPage.js,34896,JavaScript,7427,185
14370955,hackathonstarter,boilerplate Nodejs web applications,https://api.github.com/repos/sahat/hackathon-starter,34605,JavaScript,8245,7
42751014,clipboardjs,scissors Modern copy clipboard Flash 3kb gzipped clipboard,https://api.github.com/repos/zenorocha/clipboard.js,33705,JavaScript,4132,15
97249406,wtfjs,list funny tricky JavaScript examples,https://api.github.com/repos/denysdovhan/wtfjs,33421,JavaScript,2576,36
37958358,tesseractjs,Pure Javascript OCR 100 Languages,https://api.github.com/repos/naptha/tesseract.js,32653,JavaScript,2215,22
56899284,insomnia,opensource crossplatform API client GraphQL REST WebSockets SSE gRPC Cloud Local Git storage,https://api.github.com/repos/Kong/insomnia,32356,JavaScript,1862,653
99761907,reactbeautifuldnd,Beautiful accessible drag drop lists React,https://api.github.com/repos/atlassian/react-beautiful-dnd,31875,JavaScript,2535,617
48626335,vuecli,webpackbased tooling Vuejs Development,https://api.github.com/repos/vuejs/vue-cli,29755,JavaScript,6487,1071
31085130,lottieweb,Render Effects animations natively Web Android iOS React Native httpairbnbiolottie,https://api.github.com/repos/airbnb/lottie-web,29444,JavaScript,2895,748
14098121,500lines,500 Lines,https://api.github.com/repos/aosabook/500lines,28814,JavaScript,5976,59
39176269,vuex,Centralized State Management Vuejs,https://api.github.com/repos/vuejs/vuex,28335,JavaScript,9731,140
15308499,Sortable,Reorderable draganddrop lists modern browsers touch devices jQuery framework required,https://api.github.com/repos/SortableJS/Sortable,28301,JavaScript,3696,451
23736449,particlesjs,lightweight JavaScript library creating particles,https://api.github.com/repos/VincentGarreau/particles.js,28133,JavaScript,4888,358
698041,async,Async utilities node browser,https://api.github.com/repos/caolan/async,28028,JavaScript,2554,5
46273445,uppy,open source file uploader web browsers dog,https://api.github.com/repos/transloadit/uppy,27853,JavaScript,1988,162
12226786,sharp,High performance Nodejs image processing fastest module resize JPEG PNG WebP AVIF TIFF images Uses libvips library,https://api.github.com/repos/lovell/sharp,27412,JavaScript,1318,100
44150497,remotejobs,list semi fully remotefriendly companies jobs tech,https://api.github.com/repos/remoteintech/remote-jobs,27212,JavaScript,2977,37
166535974,DailyInterviewQuestion,,https://api.github.com/repos/Advanced-Frontend/Daily-Interview-Question,27181,JavaScript,3332,260
85541218,weekly,,https://api.github.com/repos/ascoders/weekly,26715,JavaScript,3171,2
74260508,docsify,magical documentation site generator,https://api.github.com/repos/docsifyjs/docsify,26134,JavaScript,5720,267
958314,nodemon,Monitor changes nodejs application automatically restart server perfect development,https://api.github.com/repos/remy/nodemon,25859,JavaScript,1759,13
1283503,request,Simplified HTTP request client,https://api.github.com/repos/request/request,25665,JavaScript,3293,125
317757,Modernizr,Modernizr JavaScript library detects HTML5 CSS3 features users browser,https://api.github.com/repos/Modernizr/Modernizr,25587,JavaScript,3065,189
1198539,netron,Visualizer neural network deep learning machine learning models,https://api.github.com/repos/lutzroeder/netron,25410,JavaScript,2651,27
74962515,CyberChef,Cyber Swiss Army Knife web app encryption encoding compression data analysis,https://api.github.com/repos/gchq/CyberChef,24216,JavaScript,2915,433
65233633,pkg,Package Nodejs project executable,https://api.github.com/repos/vercel/pkg,24145,JavaScript,1056,0
11061773,eslint,Find fix problems JavaScript code,https://api.github.com/repos/eslint/eslint,23934,JavaScript,4594,108
1580851,PhotoSwipe,JavaScript image gallery mobile desktop modular framework independent,https://api.github.com/repos/dimsemenov/PhotoSwipe,23574,JavaScript,3416,606
9603240,pure,set small responsive CSS modules use web project,https://api.github.com/repos/pure-css/pure,23313,JavaScript,2613,16
35133520,mostlyadequateguide,adequate guide FP javascript,https://api.github.com/repos/MostlyAdequate/mostly-adequate-guide,23038,JavaScript,1922,88
1213225,highlightjs,JavaScript syntax highlighter language autodetection zero dependencies,https://api.github.com/repos/highlightjs/highlight.js,22762,JavaScript,3626,128
58623321,flvjs,HTML5 FLV Player,https://api.github.com/repos/bilibili/flv.js,22622,JavaScript,3445,445
47071941,reduxsaga,alternative effect model Redux apps,https://api.github.com/repos/redux-saga/redux-saga,22506,JavaScript,2067,32
128237146,vuepress,Minimalistic Vuepowered static site generator,https://api.github.com/repos/vuejs/vuepress,22209,JavaScript,4862,606
201570219,responsivelyapp,modified web browser helps responsive web development web developers devtool,https://api.github.com/repos/responsively-org/responsively-app,21479,JavaScript,1116,190
734934,pug,Pug robust elegant feature rich template engine Nodejs,https://api.github.com/repos/pugjs/pug,21461,JavaScript,2008,304
8768406,autoprefixer,Parse CSS add vendor prefixes rules Use,https://api.github.com/repos/postcss/autoprefixer,21353,JavaScript,1347,38
72343657,losslesscut,swiss army knife lossless videoaudio editing,https://api.github.com/repos/mifi/lossless-cut,21098,JavaScript,1125,191
82040650,chineseprogrammerwrongpronunciation,,https://api.github.com/repos/shimohq/chinese-programmer-wrong-pronunciation,21095,JavaScript,1548,125
169529567,ChromeAppHeroes,Chrome Chrome Chrome ChromePluginHeroes Write Chinese manual excellent Chrome plugin let Chrome plugin heroes benefit human 01,https://api.github.com/repos/zhaoolee/ChromeAppHeroes,21055,JavaScript,2268,28
18964487,es6tutorial,ECMAScript 6 JavaScript ECMAScript 6,https://api.github.com/repos/ruanyf/es6tutorial,21027,JavaScript,9000,0
45717250,tensorflow,Open Source Machine Learning Framework,https://api.github.com/repos/tensorflow/tensorflow,180573,C++,89423,2043
29028775,reactnative,framework building native applications React,https://api.github.com/repos/facebook/react-native,114250,C++,24230,1151
9384267,electron,electron Build crossplatform desktop apps JavaScript HTML CSS,https://api.github.com/repos/electron/electron,110553,C++,15503,920
100060912,terminal,new Windows Terminal original Windows console host place,https://api.github.com/repos/microsoft/terminal,92659,C++,8320,1520
15634981,godot,Godot Engine Multiplatform 2D 3D game engine,https://api.github.com/repos/godotengine/godot,80493,C++,17258,11922
5108051,opencv,Open Source Computer Vision Library,https://api.github.com/repos/opencv/opencv,74010,C++,55885,2521
1181927,bitcoin,Bitcoin Core integrationstaging tree,https://api.github.com/repos/bitcoin/bitcoin,73793,C++,36738,679
44838949,swift,Swift Programming Language,https://api.github.com/repos/apple/swift,65213,C++,10463,7074
23357588,protobuf,Protocol Buffers Googles data interchange format,https://api.github.com/repos/protocolbuffers/protobuf,62851,C++,15454,708
619959033,gpt4all,gpt4all opensource LLM chatbots run,https://api.github.com/repos/nomic-ai/gpt4all,60966,C++,6854,357
22887094,tesseract,Tesseract Open Source OCR Engine main repository,https://api.github.com/repos/tesseract-ocr/tesseract,56420,C++,9053,416
22067521,imgui,Dear ImGui Bloatfree Graphical User interface C minimal dependencies,https://api.github.com/repos/ocornut/imgui,53947,C++,9579,961
612354784,llamacpp,Port Facebooks LLaMA model CC,https://api.github.com/repos/ggerganov/llama.cpp,50483,C++,7241,1099
33791743,x64dbg,opensource user mode debugger Windows Optimized reverse engineering malware analysis,https://api.github.com/repos/x64dbg/x64dbg,42655,C++,2335,577
67702184,Magisk,Magic Mask Android,https://api.github.com/repos/topjohnwu/Magisk,42271,C++,10925,32
27729880,grpc,C based gRPC C Python Ruby ObjectiveC PHP C,https://api.github.com/repos/grpc/grpc,40184,C++,10722,869
11171548,json,JSON Modern C,https://api.github.com/repos/nlohmann/json,39073,C++,6670,115
196813750,CPlusPlusThings,C,https://api.github.com/repos/Light-City/CPlusPlusThings,35621,C++,8222,13
23405758,leveldb,LevelDB fast keyvalue storage library written Google provides ordered mapping string keys string values,https://api.github.com/repos/google/leveldb,34518,C++,7715,306
12791642,caffe,Caffe fast open framework deep learning,https://api.github.com/repos/BVLC/caffe,33766,C++,18972,1180
116167731,yuzu,Nintendo Switch emulator,https://api.github.com/repos/yuzu-emu/yuzu,33360,C++,2866,1775
60246359,ClickHouse,ClickHouse free analytics DBMS big data,https://api.github.com/repos/ClickHouse/ClickHouse,33002,C++,6469,3670
1116542,aria2,aria2 lightweight multiprotocol multisource cross platform download utility operated commandline supports HTTPHTTPS FTP SFTP BitTorrent Metalink,https://api.github.com/repos/aria2/aria2,32817,C++,3444,1047
39840932,googletest,GoogleTest Google Testing Mocking Framework,https://api.github.com/repos/google/googletest,32079,C++,10128,318
120887835,interview,CC repository summary basic knowledge recruiting job seekers beginners direction CC technology including language program library data structure algorithm system network link loading library interview experience recruitment recommendation etc,https://api.github.com/repos/huihut/interview,31938,C++,7786,23
259463685,carbonlang,Carbon Languages main repository documents design implementation related tools NOTE Carbon Language experimental README,https://api.github.com/repos/carbon-language/carbon-lang,31923,C++,1516,111
311683390,ImHex,Hex Editor Reverse Engineers Programmers people value retinas working 3,https://api.github.com/repos/WerWolv/ImHex,31716,C++,1596,192
98771110,TrafficMonitor,CPU,https://api.github.com/repos/zhongyang219/TrafficMonitor,31130,C++,3078,970
1200050,phantomjs,Scriptable Headless Browser,https://api.github.com/repos/ariya/phantomjs,29376,C++,5869,14
89247811,openpose,OpenPose Realtime multiperson keypoint detection library body face hands foot estimation,https://api.github.com/repos/CMU-Perceptual-Computing-Lab/openpose,29283,C++,7790,298
63477612,CPlusPlus,Collection algorithms mathematics machine learning computer science physics implemented C educational purposes,https://api.github.com/repos/TheAlgorithms/C-Plus-Plus,28522,C++,6990,27
168008797,calculator,Windows Calculator simple powerful calculator ships Windows,https://api.github.com/repos/microsoft/calculator,28501,C++,5251,319
160083795,serenity,Serenity Operating System,https://api.github.com/repos/SerenityOS/serenity,27338,C++,2974,761
6934395,rocksdb,library provides embeddable persistent keyvalue store fast storage,https://api.github.com/repos/facebook/rocksdb,26910,C++,6142,925
4524181,folly,opensource C library developed Facebook,https://api.github.com/repos/facebook/folly,26731,C++,5656,462
81227005,faiss,library efficient similarity search clustering dense vectors,https://api.github.com/repos/facebookresearch/faiss,26727,C++,3328,427
6452529,rethinkdb,opensource database realtime web,https://api.github.com/repos/rethinkdb/rethinkdb,26446,C++,1904,1349
23129458,aseprite,Animated sprite editor pixel art tool Windows macOS Linux,https://api.github.com/repos/aseprite/aseprite,25537,C++,3736,1490
11276147,cmder,Lovely console emulator package Windows,https://api.github.com/repos/cmderdev/cmder,25420,C++,2086,44
16587283,xgboost,Scalable Portable Distributed Gradient Boosting GBDT GBRT GBM Library Python R Java Scala C Runs single machine Hadoop Spark Dask Flink DataFlow,https://api.github.com/repos/dmlc/xgboost,25305,C++,8714,418
1357796,emscripten,Emscripten LLVMtoWebAssembly Compiler,https://api.github.com/repos/emscripten-core/emscripten,24859,C++,3256,1909
191820100,mediapipe,Crossplatform customizable ML solutions live streaming media,https://api.github.com/repos/google/mediapipe,24621,C++,4915,334
74660642,taichi,Productive portable highperformance programming Python,https://api.github.com/repos/taichi-dev/taichi,24368,C++,2307,763
96246170,apollo,open autonomous driving platform,https://api.github.com/repos/ApolloAuto/apollo,24024,C++,9559,779
3351871,qBittorrent,qBittorrent BitTorrent client,https://api.github.com/repos/qbittorrent/qBittorrent,24017,C++,3759,2838
19374812,tdesktop,Telegram Desktop messaging app,https://api.github.com/repos/telegramdesktop/tdesktop,23865,C++,4923,806
60273704,DeepSpeech,DeepSpeech open source embedded offline ondevice speechtotext engine run real time devices ranging Raspberry Pi 4 high power GPU servers,https://api.github.com/repos/mozilla/DeepSpeech,23826,C++,3932,137
34777562,srs,SRS simple highefficiency realtime video server supporting RTMP WebRTC HLS HTTPFLV SRT MPEGDASH GB28181,https://api.github.com/repos/ossrs/srs,23680,C++,5245,198
65214191,envoy,Cloudnative highperformance edgemiddleservice proxy,https://api.github.com/repos/envoyproxy/envoy,23460,C++,4646,1652
66088979,moderncpptutorial,Modern C Tutorial C11141720 Fly httpschangkundemoderncpp,https://api.github.com/repos/changkun/modern-cpp-tutorial,22712,C++,3006,10
90902132,flameshot,Powerful simple use screenshot software desktopcomputer cameraflash,https://api.github.com/repos/flameshot-org/flameshot,22677,C++,1491,566
11892946,RedisDesktopManager,description,https://api.github.com/repos/RedisInsight/RedisDesktopManager,22581,C++,3322,56
437245741,dragonfly,modern replacement Redis Memcached,https://api.github.com/repos/dragonflydb/dragonfly,22246,C++,838,138
125098880,Proton,Compatibility tool Steam Play based Wine additional components,https://api.github.com/repos/ValveSoftware/Proton,22063,C++,1011,4101
19953044,flatbuffers,FlatBuffers Memory Efficient Serialization Library,https://api.github.com/repos/google/flatbuffers,21722,C++,3222,154
40892817,solidity,Solidity Smart Contract Programming Language,https://api.github.com/repos/ethereum/solidity,21698,C++,5715,437
197275130,wingetcli,WinGet Windows Package Manager project includes CLI Command Line Interface PowerShell modules COM Component Object Model API Application Programming Interface,https://api.github.com/repos/microsoft/winget-cli,21668,C++,1412,946
26038648,spdlog,Fast C logging library,https://api.github.com/repos/gabime/spdlog,21459,C++,4244,53
65711522,Paddle,PArallel Distributed Deep LEarning Machine Learning Framework Industrial Practice,https://api.github.com/repos/PaddlePaddle/Paddle,21340,C++,5430,1913
33014811,notepadplusplus,Notepad official repository,https://api.github.com/repos/notepad-plus-plus/notepad-plus-plus,21002,C++,4367,2252
22394357,osquery,SQL powered operating system instrumentation monitoring analytics,https://api.github.com/repos/osquery/osquery,20911,C++,2511,629
34864402,mxnet,Lightweight Portable Flexible DistributedMobile Deep Learning Dynamic Mutationaware Dataflow Dep Scheduler Python R Julia Scala Javascript,https://api.github.com/repos/apache/mxnet,20690,C++,6896,2010
19416551,sqlitebrowser,Official home DB Browser SQLite DB4S project Previously known SQLite Database Browser Database Browser SQLite Website,https://api.github.com/repos/sqlitebrowser/sqlitebrowser,19595,C++,2078,654
7056202,fmt,modern formatting library,https://api.github.com/repos/fmtlib/fmt,18924,C++,2380,15
29397594,tinyrenderer,brief computer graphics rendering course,https://api.github.com/repos/ssloy/tinyrenderer,18860,C++,1864,44
95879426,ncnn,ncnn highperformance neural network inference framework optimized mobile platform,https://api.github.com/repos/Tencent/ncnn,18764,C++,4066,1010
107794782,trojan,unidentifiable mechanism helps bypass GFW,https://api.github.com/repos/trojan-gfw/trojan,18399,C++,3064,78
53658802,weex,framework building Mobile crossplatform UI,https://api.github.com/repos/alibaba/weex,18196,C++,2172,58
52729242,keepassxc,KeePassXC crossplatform communitydriven port Windows application Keepass Password Safe,https://api.github.com/repos/keepassxreboot/keepassxc,18164,C++,1329,660
5133949,swoolesrc,Coroutinebased concurrency library PHP,https://api.github.com/repos/swoole/swoole-src,18141,C++,3237,99
126412363,simdjson,Parsing gigabytes JSON second FacebookMeta Velox Nodejs runtime WatermelonDB Apache Doris Milvus StarRocks,https://api.github.com/repos/simdjson/simdjson,17987,C++,968,123
455600,hhvm,virtual machine executing programs written Hack,https://api.github.com/repos/facebook/hhvm,17930,C++,3178,555
251383553,CnCRemasteredCollection,description,https://api.github.com/repos/electronicarts/CnC_Remastered_Collection,17862,C++,4698,87
28457823,freeCodeCamp,freeCodeCamporgs opensource codebase curriculum Learn code free,https://api.github.com/repos/freeCodeCamp/freeCodeCamp,383086,TypeScript,35785,352
85077558,developerroadmap,Interactive roadmaps guides educational content help developers grow careers,https://api.github.com/repos/kamranahmedse/developer-roadmap,265860,TypeScript,36541,914
11730342,vue,repo Vue 2 Vue 3 httpsgithubcomvuejscore,https://api.github.com/repos/vuejs/vue,206348,TypeScript,34681,606
41881900,vscode,Visual Studio Code,https://api.github.com/repos/microsoft/vscode,155770,TypeScript,28217,7605
62607227,techinterviewhandbook,Curated coding interview preparation materials busy software engineers,https://api.github.com/repos/yangshun/tech-interview-handbook,106596,TypeScript,13697,32
20929025,TypeScript,TypeScript superset JavaScript compiles clean JavaScript output,https://api.github.com/repos/microsoft/TypeScript,96609,TypeScript,12512,6126
24195339,angular,Deliver web apps confidence,https://api.github.com/repos/angular/angular,93488,TypeScript,25171,1609
23083156,materialui,MUI Core Readytouse foundational React components free forever includes Material UI implements Googles Material Design,https://api.github.com/repos/mui/material-ui,90667,TypeScript,31332,1832
34526884,antdesign,enterpriseclass UI design language React UI library,https://api.github.com/repos/ant-design/ant-design,89297,TypeScript,44477,1128
90796663,puppeteer,Nodejs API Chrome,https://api.github.com/repos/puppeteer/puppeteer,86088,TypeScript,9232,301
54173593,storybook,Storybook frontend workshop building UI components pages isolation UI development testing documentation,https://api.github.com/repos/storybookjs/storybook,81786,TypeScript,9064,1805
52631841,realworld,mother demo apps Exemplary fullstack Mediumcom clone powered React Angular Node Django,https://api.github.com/repos/gothinkster/realworld,77617,TypeScript,7222,76
231283452,excalidraw,Virtual whiteboard sketching handdrawn like diagrams,https://api.github.com/repos/excalidraw/excalidraw,67679,TypeScript,6012,1490
172953845,codeserver,VS Code browser,https://api.github.com/repos/coder/code-server,64113,TypeScript,5407,315
257485422,vite,generation frontend tooling fast,https://api.github.com/repos/vitejs/vite,63151,TypeScript,5698,528
80945428,nest,progressive Nodejs framework building efficient scalable enterprisegrade serverside applications TypeScriptJavaScript,https://api.github.com/repos/nestjs/nest,62784,TypeScript,7343,99
214587193,supabase,open source Firebase alternative,https://api.github.com/repos/supabase/supabase,62766,TypeScript,5849,346
36535156,redux,Predictable state container JavaScript apps,https://api.github.com/repos/reduxjs/redux,60260,TypeScript,15489,47
612344730,ChatGPTNextWeb,crossplatform ChatGPTGemini UI Web PWA Linux Win MacOS ChatGPTGemini,https://api.github.com/repos/ChatGPTNextWeb/ChatGPT-Next-Web,60064,TypeScript,51911,179
557980,socketio,Realtime application framework NodeJS server,https://api.github.com/repos/socketio/socket.io,59778,TypeScript,10262,106
221981891,playwright,Playwright framework Web Testing Automation allows testing Chromium Firefox WebKit single API,https://api.github.com/repos/microsoft/playwright,59264,TypeScript,3320,701
15111821,grafana,open composable observability data visualization platform Visualize metrics logs traces multiple sources like Prometheus Loki Elasticsearch InfluxDB Postgres,https://api.github.com/repos/grafana/grafana,59176,TypeScript,11614,4433
43441403,strapi,Strapi leading opensource headless CMS 100 JavaScriptTypeScript fully customizable developerfirst,https://api.github.com/repos/strapi/strapi,58765,TypeScript,7433,605
203587744,hoppscotch,Open source API development ecosystem httpshoppscotchio,https://api.github.com/repos/hoppscotch/hoppscotch,58759,TypeScript,4112,297
9185792,echarts,Apache ECharts powerful interactive charting data visualization library browser,https://api.github.com/repos/apache/echarts,57866,TypeScript,19687,2330
39464018,superset,Apache Superset Data Visualization Data Exploration Platform,https://api.github.com/repos/apache/superset,56591,TypeScript,12265,1514
77213120,tabby,terminal modern age,https://api.github.com/repos/Eugeny/tabby,53721,TypeScript,3210,1770
19872456,reactrouter,Declarative routing React,https://api.github.com/repos/remix-run/react-router,51595,TypeScript,10220,59
94911145,docusaurus,Easy maintain open source documentation websites,https://api.github.com/repos/facebook/docusaurus,51205,TypeScript,7877,331
71995937,nuxt,Intuitive Vue Framework,https://api.github.com/repos/nuxt/nuxt,50382,TypeScript,4763,957
12256376,ionicframework,powerful crossplatform UI toolkit building nativequality iOS Android Progressive Web Apps HTML CSS JavaScript,https://api.github.com/repos/ionic-team/ionic-framework,50150,TypeScript,13752,387
585146387,ui,Beautifully designed components copy paste apps Accessible Customizable Open Source,https://api.github.com/repos/shadcn-ui/ui,48028,TypeScript,2463,1186
6093316,DefinitelyTyped,repository high quality TypeScript type definitions,https://api.github.com/repos/DefinitelyTyped/DefinitelyTyped,46516,TypeScript,29847,877
15062869,jest,Delightful JavaScript Testing,https://api.github.com/repos/jestjs/jest,43298,TypeScript,6604,398
137078487,core,Vuejs progressive incrementallyadoptable JavaScript framework building UI web,https://api.github.com/repos/vuejs/core,43180,TypeScript,7800,1058
24560307,babel,Babel compiler writing generation JavaScript,https://api.github.com/repos/babel/babel,42782,TypeScript,5884,767
62367558,hyper,terminal built web technologies,https://api.github.com/repos/vercel/hyper,42287,TypeScript,3591,908
7741856,pixijs,HTML5 Creation Engine Create beautiful digital content fastest flexible 2D WebGL renderer,https://api.github.com/repos/pixijs/pixijs,41895,TypeScript,4893,239
79162682,joplin,Joplin secure note taking todo app synchronisation capabilities Windows macOS Linux Android iOS,https://api.github.com/repos/laurent22/joplin,40675,TypeScript,4382,363
108761645,nocodb,Open Source Airtable Alternative,https://api.github.com/repos/nocodb/nocodb,40616,TypeScript,2715,500
180328715,zustand,Bear necessities state management React,https://api.github.com/repos/pmndrs/zustand,39963,TypeScript,1253,3
65794292,styledcomponents,Visual primitives component age Use best bits ES6 CSS style apps stress,https://api.github.com/repos/styled-components/styled-components,39900,TypeScript,2558,230
348060227,astro,web framework contentdriven websites Star support work,https://api.github.com/repos/withastro/astro,39733,TypeScript,2105,142
154950925,reactuse,React Hooks,https://api.github.com/repos/streamich/react-use,39542,TypeScript,3121,576
180190854,appwrite,Build like team hundreds,https://api.github.com/repos/appwrite/appwrite,39265,TypeScript,3622,842
281975310,typechallenges,Collection TypeScript type challenges online judge,https://api.github.com/repos/type-challenges/type-challenges,38911,TypeScript,4216,28217
67962648,vuetify,Vue Component Framework,https://api.github.com/repos/vuetifyjs/vuetify,38712,TypeScript,6996,864
174038031,reacthookform,React Hooks form state management validation Web React Native,https://api.github.com/repos/react-hook-form/react-hook-form,38706,TypeScript,1958,21
207645083,query,Powerful asynchronous state management serverstate utilities data fetching web TSJS React Query Solid Query Svelte Query Vue Query,https://api.github.com/repos/TanStack/query,38398,TypeScript,2564,71
193215554,n8n,Free sourceavailable faircode licensed workflow automation tool Easily automate tasks different services,https://api.github.com/repos/n8n-io/n8n,38313,TypeScript,4579,302
5239185,quill,Quill modern WYSIWYG editor built compatibility extensibility,https://api.github.com/repos/quilljs/quill,38272,TypeScript,3202,1083
35866694,RocketChat,communications platform puts data protection,https://api.github.com/repos/RocketChat/Rocket.Chat,38251,TypeScript,9842,3095
192925833,prisma,Nextgeneration ORM Nodejs TypeScript PostgreSQL MySQL MariaDB SQL Server SQLite MongoDB CockroachDB,https://api.github.com/repos/prisma/prisma,36138,TypeScript,1516,3059
101394335,antdesignpro,Use Ant Design like Pro,https://api.github.com/repos/ant-design/ant-design-pro,35493,TypeScript,8198,24
718741813,screenshottocode,Drop screenshot convert clean code HTMLTailwindReactVue,https://api.github.com/repos/abi/screenshot-to-code,35342,TypeScript,4143,83
47394776,lerna,dragon Lerna fast modern build system managing publishing multiple JavaScriptTypeScript packages repository,https://api.github.com/repos/lerna/lerna,35214,TypeScript,2353,336
202367615,lxmusicdesktop,electron,https://api.github.com/repos/lyswhut/lx-music-desktop,34944,TypeScript,5511,543
38558578,nativefier,web page desktop application,https://api.github.com/repos/nativefier/nativefier,34540,TypeScript,2211,259
128624453,taro,ReactVueNerv QQ H5React Native httpstarozone,https://api.github.com/repos/NervJS/taro,34280,TypeScript,4850,1179
94367677,formik,Build forms React tears,https://api.github.com/repos/jaredpalmer/formik,33321,TypeScript,2794,811
24841635,datefns,Modern JavaScript date utility library,https://api.github.com/repos/date-fns/date-fns,33262,TypeScript,1827,669
52773157,typeorm,ORM TypeScript JavaScript Supports MySQL PostgreSQL MariaDB SQLite MS SQL Server Oracle SAP Hana WebSQL databases Works NodeJS Browser Ionic Cordova Electron platforms,https://api.github.com/repos/typeorm/typeorm,32887,TypeScript,6198,2252
21413198,immutablejs,Immutable persistent data collections Javascript increase efficiency simplicity,https://api.github.com/repos/immutable-js/immutable-js,32807,TypeScript,1883,118
400215964,novu,opensource notification infrastructure fully functional embedded notification center,https://api.github.com/repos/novuhq/novu,31785,TypeScript,3379,345
